geneID	Base mean	log2(FC)	STDERR	Waldstats	P-value	P-adjust	
gene-J2S48_RS21205	55.95072471	-7.664886681	0.891489507	-8.597842847	8.12E-18	3.27E-16	
gene-J2S48_RS10185	45247.29985	-6.050335097	0.528794844	-11.44174375	2.59E-30	5.03E-28	
MSTRG.1489.1	20.20192422	-5.710904902	1.050352843	-5.437129954	5.41E-08	5.11E-07	
gene-J2S48_RS15265	98.50097492	-5.70017062	0.74010251	-7.701866356	1.34E-14	3.13E-13	
gene-J2S48_RS06495	9456.162059	-5.250271422	0.915226613	-5.736580808	9.66E-09	1.05E-07	
gene-J2S48_RS06480	8674.621826	-5.124405896	0.590581314	-8.67688458	4.07E-18	1.68E-16	
gene-J2S48_RS06820	11.50706565	-4.927369979	1.092542581	-4.510002688	6.48E-06	4.05E-05	
MSTRG.190.1	2662.448032	-4.911879176	0.560761828	-8.759296604	1.96E-18	8.39E-17	
gene-J2S48_RS16660	7572.995404	-4.860208333	0.33982084	-14.30226683	2.12E-46	9.27E-44	
	132.2867451	-4.726128772	1.140673081	-4.14328071	3.42E-05	0.000184797	
gene-J2S48_RS05740	258.5314099	-4.630345382	0.496053162	-9.334373278	1.02E-20	5.93E-19	
MSTRG.47.1	86590.89456	-4.483581898	0.506411113	-8.853640417	8.47E-19	3.85E-17	
MSTRG.1822.1	8058.702412	-4.432345786	0.486983587	-9.101632794	8.90E-20	4.65E-18	
gene-J2S48_RS00240	149.8818653	-4.418167525	0.534529504	-8.265526018	1.39E-16	4.73E-15	
MSTRG.1727.1	6158.792056	-4.397372129	0.571491754	-7.694550444	1.42E-14	3.27E-13	
MSTRG.50.1	41427.14512	-4.319892757	0.899499271	-4.802552814	1.57E-06	1.12E-05	
gene-J2S48_RS00840	271.0794734	-4.197743248	0.553363673	-7.585867036	3.30E-14	7.37E-13	
gene-J2S48_RS16800	449.8770877	-4.1846941	0.408613481	-10.24120419	1.30E-24	1.19E-22	
gene-J2S48_RS15235	181.3431761	-4.167287365	0.674139418	-6.181640259	6.34E-10	8.05E-09	
gene-J2S48_RS10180	295.6378508	-4.010143391	0.525459918	-7.631682744	2.32E-14	5.31E-13	
gene-J2S48_RS25390	124.6231076	-3.924613668	0.605951809	-6.476775232	9.37E-11	1.32E-09	
gene-J2S48_RS25930	570.2777552	-3.922272995	0.378445554	-10.36416719	3.61E-25	3.72E-23	
gene-J2S48_RS15275	46.91609961	-3.903246815	0.796130506	-4.902772582	9.45E-07	7.15E-06	
gene-J2S48_RS08550	254.8384741	-3.869607839	0.420441921	-9.203667958	3.46E-20	1.95E-18	
gene-J2S48_RS25940	976.8332499	-3.81502654	0.460381237	-8.286668159	1.16E-16	4.00E-15	
gene-J2S48_RS10000	2804.834018	-3.770423685	0.621611448	-6.065563458	1.31E-09	1.59E-08	
MSTRG.1324.1	8576.080798	-3.750071139	0.588918889	-6.36772094	1.92E-10	2.58E-09	
gene-J2S48_RS01630	456.5269292	-3.741672802	0.410300723	-9.119342462	7.56E-20	4.01E-18	
gene-J2S48_RS13310	574.0310727	-3.731337497	0.389615286	-9.576979216	9.99E-22	6.60E-20	
gene-J2S48_RS10170	15.76402041	-3.713143309	1.029846308	-3.605531504	0.000311515	0.001321109	
gene-J2S48_RS26235	13.14475416	-3.689629392	0.94046831	-3.923183115	8.74E-05	0.000425752	
gene-J2S48_RS06485	2856.500931	-3.683985483	0.414105735	-8.896243565	5.78E-19	2.74E-17	
gene-J2S48_RS25435	17.02294844	-3.683451172	1.042287558	-3.534006659	0.000409311	0.001677753	
gene-J2S48_RS13825	2713.923511	-3.637146061	0.294614206	-12.34545379	5.15E-35	1.50E-32	
MSTRG.2376.1	1334.853076	-3.613525591	0.454741924	-7.946321634	1.92E-15	5.43E-14	
gene-J2S48_RS00835	390.9768665	-3.605902507	0.584603674	-6.168114688	6.91E-10	8.74E-09	
gene-J2S48_RS04960	293.7879306	-3.597727498	0.554537099	-6.487803081	8.71E-11	1.24E-09	
gene-J2S48_RS18750	8.498699927	-3.593251411	1.224562416	-2.934314629	0.003342852	0.010446039	
gene-J2S48_RS21140	613.0090736	-3.577975035	0.367544792	-9.734799996	2.14E-22	1.47E-20	
gene-J2S48_RS17320	1612.510262	-3.550030313	0.459435243	-7.726943824	1.10E-14	2.64E-13	
gene-J2S48_RS26220	23.97754476	-3.532217263	0.906781162	-3.895335954	9.81E-05	0.000473812	
gene-J2S48_RS01755	20.15931314	-3.517900302	0.849680458	-4.140262692	3.47E-05	0.00018671	
gene-J2S48_RS08825	290.2123906	-3.503051091	0.433447946	-8.081826488	6.38E-16	2.00E-14	
MSTRG.12.1	265.2068204	-3.495286181	0.446100016	-7.835207481	4.68E-15	1.21E-13	
gene-J2S48_RS08750	1045.862744	-3.47637572	0.448525044	-7.750683647	9.14E-15	2.29E-13	
gene-J2S48_RS17270	5374.811747	-3.451721945	0.331009028	-10.42787856	1.85E-25	1.96E-23	
MSTRG.48.1	244.0704913	-3.42596801	0.621746049	-5.510236885	3.58E-08	3.49E-07	
gene-J2S48_RS20595	2320.372984	-3.422018322	0.301320325	-11.35674577	6.87E-30	1.15E-27	
gene-J2S48_RS00960	70.60561382	-3.408343301	0.558939461	-6.097875599	1.07E-09	1.32E-08	
gene-J2S48_RS00400	1144.567009	-3.384504856	0.345386967	-9.799167837	1.14E-22	7.95E-21	
gene-J2S48_RS15300	141.6254858	-3.372184611	0.702728656	-4.798700865	1.60E-06	1.14E-05	
gene-J2S48_RS17810	3983.955238	-3.366585736	0.372709116	-9.032743197	1.67E-19	8.62E-18	
gene-J2S48_RS13780	894.0748047	-3.315946072	0.324735115	-10.21123345	1.77E-24	1.59E-22	
gene-J2S48_RS12395	1006.725757	-3.313041011	0.390021402	-8.494510797	1.99E-17	7.65E-16	
gene-J2S48_RS04720	34.96628041	-3.303758063	0.747399026	-4.420340338	9.85E-06	5.94E-05	
gene-J2S48_RS07595	42.81248162	-3.299753025	0.69785534	-4.728419828	2.26E-06	1.55E-05	
gene-J2S48_RS15280	204.4485805	-3.269572405	1.170439111	-2.793457919	0.005214781	0.01541551	
gene-J2S48_RS08895	121.5817166	-3.255334421	0.566069635	-5.750766722	8.88E-09	9.79E-08	
gene-J2S48_RS24120	342.0301716	-3.237056223	0.473671028	-6.83397554	8.26E-12	1.39E-10	
gene-J2S48_RS21045	492.280598	-3.208941312	0.409129506	-7.843338755	4.39E-15	1.15E-13	
gene-J2S48_RS00675	402.768359	-3.18341634	0.667773619	-4.767208898	1.87E-06	1.32E-05	
MSTRG.2944.1	27.13593001	-3.172938483	0.763199238	-4.157418306	3.22E-05	0.000175114	
gene-J2S48_RS20900	439.2042833	-3.171450569	0.48738843	-6.507028834	7.67E-11	1.10E-09	
MSTRG.1630.1	163.2721489	-3.16922541	0.554870776	-5.711645936	1.12E-08	1.19E-07	
gene-J2S48_RS20000	4.917208502	-3.153803719	1.233699834	-2.556378491	0.0105768	0.028218227	
gene-J2S48_RS21625	748.9264269	-3.153604566	0.464053305	-6.795780862	1.08E-11	1.76E-10	
gene-J2S48_RS21150	756.4343037	-3.153060715	0.456258745	-6.910685545	4.82E-12	8.20E-11	
gene-J2S48_RS21575	700.043866	-3.144493104	0.466053943	-6.74705825	1.51E-11	2.41E-10	
gene-J2S48_RS13950	7.230272934	-3.140274477	1.229554816	-2.553993069	0.010649538	0.028369073	
gene-J2S48_RS02765	219.1891675	-3.13685098	0.563738651	-5.56437096	2.63E-08	2.63E-07	
gene-J2S48_RS02465	195.7837017	-3.130511375	0.391507669	-7.996040994	1.28E-15	3.85E-14	
gene-J2S48_RS13845	3299.897621	-3.117533773	0.273842039	-11.38442361	5.00E-30	8.81E-28	
gene-J2S48_RS13785	2684.750367	-3.115204139	0.31678637	-9.833769484	8.05E-23	5.76E-21	
gene-J2S48_RS25950	1236.588476	-3.099403551	0.296209128	-10.4635653	1.27E-25	1.39E-23	
gene-J2S48_RS02520	86.16594569	-3.086092142	0.715699334	-4.31199527	1.62E-05	9.43E-05	
gene-J2S48_RS25070	638.5870429	-3.086012449	0.353719562	-8.724460785	2.67E-18	1.13E-16	
gene-J2S48_RS21120	314.7243312	-3.072282717	0.463027736	-6.635202342	3.24E-11	4.94E-10	
gene-J2S48_RS21165	255.1819504	-3.061992122	0.46325697	-6.609705457	3.85E-11	5.80E-10	
gene-J2S48_RS10190	216.9257319	-3.046072911	0.447685881	-6.804040604	1.02E-11	1.68E-10	
gene-J2S48_RS22375	539.2577246	-3.040405036	0.376338863	-8.078902654	6.54E-16	2.03E-14	
gene-J2S48_RS01680	18.3499328	-3.038047725	0.882841706	-3.441214549	0.000579109	0.002264084	
gene-J2S48_RS17080	197.369456	-3.036205427	0.472975634	-6.419369649	1.37E-10	1.89E-09	
gene-J2S48_RS19940	96.0210202	-3.030765342	0.622949216	-4.86518847	1.14E-06	8.52E-06	
gene-J2S48_RS00845	443.4192692	-3.003529826	0.502472791	-5.977497446	2.27E-09	2.68E-08	
gene-J2S48_RS02560	197.1822175	-3.003010308	0.417081327	-7.200059357	6.02E-13	1.16E-11	
gene-J2S48_RS00685	159.2050421	-2.986583592	0.645536416	-4.626514505	3.72E-06	2.46E-05	
gene-J2S48_RS00245	205.4965898	-2.964564871	0.46569852	-6.365845591	1.94E-10	2.60E-09	
gene-J2S48_RS10260	401.4186178	-2.96398263	0.390019579	-7.599573953	2.97E-14	6.67E-13	
gene-J2S48_RS07555	1335.676276	-2.963203867	0.366035767	-8.095394312	5.71E-16	1.80E-14	
gene-J2S48_RS17750	1882.488246	-2.961102503	0.299426503	-9.889246521	4.64E-23	3.38E-21	
gene-J2S48_RS17785	2230.4328	-2.949028678	0.345458366	-8.536567561	1.38E-17	5.44E-16	
gene-J2S48_RS13810	337.971586	-2.94696654	0.394487282	-7.470371472	8.00E-14	1.75E-12	
gene-J2S48_RS04195	505.4812782	-2.927498034	0.369517062	-7.922497594	2.33E-15	6.42E-14	
gene-J2S48_RS25310	2137.548207	-2.922961556	0.287215843	-10.17688134	2.51E-24	2.20E-22	
gene-J2S48_RS24745	218.5691611	-2.911605864	0.365245491	-7.971640808	1.57E-15	4.55E-14	
gene-J2S48_RS02205	438.8677826	-2.906751257	0.375511616	-7.740775867	9.88E-15	2.44E-13	
gene-J2S48_RS01400	160.4744155	-2.897257979	0.481144792	-6.021592719	1.73E-09	2.06E-08	
gene-J2S48_RS01390	857.3497544	-2.890440063	0.391651279	-7.380136924	1.58E-13	3.32E-12	
MSTRG.2325.1	41.39795409	-2.886601778	0.711405401	-4.05760453	4.96E-05	0.000256452	
gene-J2S48_RS02795	3217.158686	-2.875351355	0.368874506	-7.794931096	6.44E-15	1.65E-13	
MSTRG.2326.1	57.02727575	-2.872885159	0.702653016	-4.088625673	4.34E-05	0.000227898	
gene-J2S48_RS25370	2102.926315	-2.830332695	0.370953088	-7.629893886	2.35E-14	5.34E-13	
gene-J2S48_RS22370	189.1446012	-2.812328736	0.403664704	-6.966991935	3.24E-12	5.67E-11	
MSTRG.2943.1	840.3637163	-2.811822744	0.306733807	-9.16698022	4.86E-20	2.66E-18	
gene-J2S48_RS24865	166.760733	-2.797227826	0.604350647	-4.628484873	3.68E-06	2.45E-05	
gene-J2S48_RS04230	300.0985383	-2.796709976	0.416738409	-6.710948435	1.93E-11	3.04E-10	
gene-J2S48_RS02755	37.2361452	-2.790937953	0.974342699	-2.864431537	0.004177585	0.012725286	
MSTRG.2153.1	175.1544546	-2.783047559	0.46965844	-5.925684113	3.11E-09	3.63E-08	
gene-J2S48_RS21145	236.8842028	-2.781823511	0.433590504	-6.415785137	1.40E-10	1.93E-09	
gene-J2S48_RS22815	102.3207439	-2.775143746	0.506520142	-5.478841838	4.28E-08	4.06E-07	
gene-J2S48_RS25965	167.6837592	-2.772263872	0.534391644	-5.187700634	2.13E-07	1.82E-06	
gene-J2S48_RS21495	547.7494433	-2.77127537	0.497542899	-5.569922467	2.55E-08	2.56E-07	
gene-J2S48_RS20520	716.9549025	-2.761655164	0.329317075	-8.386006611	5.03E-17	1.82E-15	
gene-J2S48_RS13815	245.4287428	-2.759488507	0.428961246	-6.43295526	1.25E-10	1.74E-09	
gene-J2S48_RS25710	616.2800974	-2.750121627	0.517723095	-5.311954698	1.08E-07	9.79E-07	
MSTRG.1221.1	23.53255754	-2.740128204	0.835879564	-3.27813757	0.001044945	0.00377365	
gene-J2S48_RS21500	2507.390034	-2.713506348	0.458325051	-5.920484479	3.21E-09	3.71E-08	
gene-J2S48_RS00955	590.5294765	-2.69218842	0.378341142	-7.115769669	1.11E-12	2.05E-11	
gene-J2S48_RS02510	64.91607185	-2.690075798	0.691178156	-3.892015068	9.94E-05	0.000479025	
gene-J2S48_RS18900	9.5175109	-2.689889203	1.10803861	-2.427613242	0.015198541	0.038165226	
gene-J2S48_RS05525	51.25926937	-2.68569467	0.694840002	-3.865198696	0.000110999	0.000524735	
gene-J2S48_RS18325	123.5666028	-2.675004737	0.487242395	-5.490090284	4.02E-08	3.86E-07	
gene-J2S48_RS21240	1154.729226	-2.6724861	0.367529213	-7.271493007	3.56E-13	7.12E-12	
MSTRG.2270.1	3307.220566	-2.649924092	0.321159249	-8.251121836	1.57E-16	5.29E-15	
gene-J2S48_RS24485	560.1711843	-2.647116195	0.514875078	-5.141278553	2.73E-07	2.29E-06	
gene-J2S48_RS01385	972.2789998	-2.635627458	0.400251663	-6.584925694	4.55E-11	6.72E-10	
gene-J2S48_RS02680	294.1004374	-2.633212739	0.429830691	-6.126162686	9.00E-10	1.12E-08	
gene-J2S48_RS15830	90.30000938	-2.62995519	0.689919739	-3.811972669	0.000137862	0.000639402	
gene-J2S48_RS07005	45.44985417	-2.629507945	0.651253421	-4.03761095	5.40E-05	0.000275336	
gene-J2S48_RS21855	406.8983829	-2.623819815	0.363698271	-7.214276298	5.42E-13	1.07E-11	
MSTRG.72.1	3243.927003	-2.613339147	0.254976057	-10.24935117	1.19E-24	1.13E-22	
gene-J2S48_RS05555	109.655927	-2.611079172	0.613365689	-4.256969734	2.07E-05	0.000117838	
MSTRG.2327.1	37.4919038	-2.610687962	0.955659987	-2.731816753	0.006298616	0.017880108	
gene-J2S48_RS02505	15.07333833	-2.608314555	1.102382042	-2.366071339	0.01797798	0.044163298	
gene-J2S48_RS18845	73.6603979	-2.604798832	0.581341491	-4.480669059	7.44E-06	4.55E-05	
gene-J2S48_RS25265	556.6089499	-2.597400526	0.492742748	-5.271311528	1.35E-07	1.20E-06	
gene-J2S48_RS15820	92.79742062	-2.581572293	0.747489153	-3.453658535	0.000553037	0.002179178	
gene-J2S48_RS13595	2144.704783	-2.580902297	0.287502736	-8.97696604	2.78E-19	1.39E-17	
gene-J2S48_RS02800	115.4843856	-2.573456843	0.467895847	-5.500063447	3.80E-08	3.67E-07	
gene-J2S48_RS14650	108.1329474	-2.56597683	0.475475694	-5.396651943	6.79E-08	6.33E-07	
gene-J2S48_RS14005	418.0350555	-2.562058247	0.43722284	-5.859845395	4.63E-09	5.32E-08	
gene-J2S48_RS20025	22.76673533	-2.561715654	0.841848882	-3.042963778	0.002342605	0.007633624	
gene-J2S48_RS18505	4519.148679	-2.557022223	0.466564999	-5.480527323	4.24E-08	4.04E-07	
gene-J2S48_RS17875	17.32954536	-2.546549353	1.074549457	-2.369876357	0.017794035	0.043803587	
gene-J2S48_RS16650	4952.937458	-2.533759321	0.356004939	-7.117202715	1.10E-12	2.04E-11	
gene-J2S48_RS13390	6693.606511	-2.531233901	0.34087795	-7.425631092	1.12E-13	2.40E-12	
MSTRG.559.1	68.94505049	-2.530783381	0.524107444	-4.828749159	1.37E-06	1.00E-05	
MSTRG.1372.2	91.18803644	-2.528416383	0.786312421	-3.215536618	0.001302009	0.00454887	
gene-J2S48_RS07565	1037.015926	-2.516228611	0.342916615	-7.337727306	2.17E-13	4.45E-12	
gene-J2S48_RS00950	1408.171585	-2.513405496	0.351977873	-7.140805401	9.28E-13	1.74E-11	
gene-J2S48_RS08470	2926.706567	-2.510384493	0.283043735	-8.869245929	7.36E-19	3.44E-17	
gene-J2S48_RS01380	1705.408799	-2.508455142	0.339444991	-7.389872306	1.47E-13	3.10E-12	
MSTRG.2718.1	17.70822869	-2.505504785	0.903194767	-2.774047056	0.005536367	0.016107885	
gene-J2S48_RS26115	2155.95293	-2.501770143	0.304651341	-8.211912448	2.18E-16	7.19E-15	
MSTRG.3198.1	63.91889078	-2.4997108	0.550543153	-4.540444805	5.61E-06	3.56E-05	
gene-J2S48_RS20530	269.4354551	-2.497534539	0.45305788	-5.512616923	3.54E-08	3.45E-07	
gene-J2S48_RS20790	190.8146005	-2.496544314	0.389912191	-6.402837286	1.53E-10	2.07E-09	
MSTRG.5.1	292.6445302	-2.494657793	0.4126491	-6.045470096	1.49E-09	1.79E-08	
gene-J2S48_RS19395	101.3417496	-2.491000086	0.541141235	-4.603234654	4.16E-06	2.72E-05	
gene-J2S48_RS20285	61.104732	-2.484693116	0.509633306	-4.875452773	1.09E-06	8.16E-06	
gene-J2S48_RS22780	26.32128042	-2.482144562	0.898729597	-2.761836897	0.005747718	0.016585056	
gene-J2S48_RS17075	46.96188078	-2.471970516	0.910486084	-2.715000875	0.00662756	0.018768263	
MSTRG.1092.1	2447.374461	-2.467816573	0.33999945	-7.258295774	3.92E-13	7.80E-12	
MSTRG.725.1	40.74496431	-2.457640486	0.67655112	-3.632601314	0.000280578	0.001208937	
MSTRG.3392.1	21.26893113	-2.454174512	0.828908627	-2.960729846	0.00306911	0.009694403	
MSTRG.6.1	286.541828	-2.440499878	0.455708754	-5.355393894	8.54E-08	7.87E-07	
MSTRG.3531.1	5192.629187	-2.433341512	0.525655377	-4.629157466	3.67E-06	2.45E-05	
gene-J2S48_RS13380	5727.046725	-2.416946391	0.405926508	-5.954147722	2.61E-09	3.08E-08	
gene-J2S48_RS20525	727.6788323	-2.405324083	0.303374672	-7.928559319	2.22E-15	6.16E-14	
gene-J2S48_RS14990	907.3942198	-2.402050239	0.602649875	-3.985813884	6.72E-05	0.000334147	
gene-J2S48_RS19985	693.0686717	-2.398987481	0.381129612	-6.294413786	3.09E-10	4.00E-09	
gene-J2S48_RS10385	6147.273711	-2.396803583	0.469931674	-5.100323554	3.39E-07	2.80E-06	
gene-J2S48_RS12120	693.7995569	-2.378489402	0.485926895	-4.894747394	9.84E-07	7.42E-06	
gene-J2S48_RS01275	44.61059992	-2.354961641	0.715658015	-3.290624279	0.000999653	0.00363633	
gene-J2S48_RS07605	18.1415778	-2.333210174	0.808547597	-2.885680675	0.003905682	0.012011944	
gene-J2S48_RS13445	598.9656069	-2.332348003	0.347171173	-6.71814996	1.84E-11	2.92E-10	
gene-J2S48_RS21660	96.47363011	-2.329474307	0.492597158	-4.728964159	2.26E-06	1.55E-05	
gene-J2S48_RS17010	100.5741446	-2.311384287	0.497595403	-4.645107795	3.40E-06	2.29E-05	
gene-J2S48_RS20785	279.982447	-2.310170094	0.349571665	-6.608573642	3.88E-11	5.81E-10	
gene-J2S48_RS21255	688.473721	-2.309108828	0.321477967	-7.182790327	6.83E-13	1.31E-11	
